,artist,genre,link
1952,Sugababes,Pop/Rock,https://www.allmusic.com/artist/sugababes-mn0000922398
1953,Jon B.,R&B,https://www.allmusic.com/artist/jon-b-mn0000258741
1954,K.P.,International,https://www.allmusic.com/artist/kp-mn0001301029
1955,Billy Gilman,Country,https://www.allmusic.com/artist/billy-gilman-mn0000080494
1956,Robin S.,Electronic,https://www.allmusic.com/artist/robin-s-mn0000238069
1957,Tommy Shane Steiner,Country,https://www.allmusic.com/artist/tommy-shane-steiner-mn0000617104
1958,Lil Nas X,Rap,https://www.allmusic.com/artist/lil-nas-x-mn0003827666
1959,Martin Garrix,Electronic,https://www.allmusic.com/artist/martin-garrix-mn0003011915
1960,DAY26,R&B,https://www.allmusic.com/artist/day26-mn0000675351
1961,Far*East Movement,Rap,https://www.allmusic.com/artist/far-east-movement-mn0000870646
1962,Sunny Sweeney,Country,https://www.allmusic.com/artist/sunny-sweeney-mn0000939033
1963,Crime Mob,Rap,https://www.allmusic.com/artist/crime-mob-mn0000672656
1964,Lord Tariq,Rap,https://www.allmusic.com/artist/lord-tariq-mn0000283128
1965,Rodney Atkins,Country,https://www.allmusic.com/artist/rodney-atkins-mn0000298824
1966,Young Thug,Rap,https://www.allmusic.com/artist/young-thug-mn0002068342
1967,Fetty Wap,Rap,https://www.allmusic.com/artist/fetty-wap-mn0003351201
1968,Lucy Hale,Pop/Rock,https://www.allmusic.com/artist/lucy-hale-mn0001443290
1969,Kygo,Electronic,https://www.allmusic.com/artist/kygo-mn0003314964
1970,Kylie Minogue,Pop/Rock,https://www.allmusic.com/artist/kylie-minogue-mn0000776093
1971,Steve Perry,Pop/Rock,https://www.allmusic.com/artist/steve-perry-mn0000757070
1972,SOB,Pop/Rock,https://www.allmusic.com/artist/sob-mn0000829696
1973,Clay Walker,Country,https://www.allmusic.com/artist/clay-walker-mn0000118189
1974,Duran Duran,Pop/Rock,https://www.allmusic.com/artist/duran-duran-mn0000128440
1975,The Tony Rich Project,R&B,https://www.allmusic.com/artist/the-tony-rich-project-mn0000573357
1976,Leschea,Pop/Rock,https://www.allmusic.com/artist/leschea-mn0000251358
1977,Shop Boyz,Rap,https://www.allmusic.com/artist/shop-boyz-mn0000467279
1978,Natalie Cole,R&B,https://www.allmusic.com/artist/natalie-cole-mn0000074195
1979,Anitta,Latin,https://www.allmusic.com/artist/anitta-mn0003136437
1980,Eagles,Pop/Rock,https://www.allmusic.com/artist/eagles-mn0000144847
1981,Sean Paul,Reggae,https://www.allmusic.com/artist/sean-paul-mn0000264350
1982,Clay Aiken,Pop/Rock,https://www.allmusic.com/artist/clay-aiken-mn0000147468
1983,The Kid LAROI,Rap,https://www.allmusic.com/artist/the-kid-laroi-mn0003905638
1984,Silkk The Shocker,Rap,https://www.allmusic.com/artist/silkk-the-shocker-mn0000044393
1985,AJR,Pop/Rock,https://www.allmusic.com/artist/ajr-mn0003243113
1986,JAY-Z,Rap,https://www.allmusic.com/artist/jay-z-mn0000224257
1987,John Rich,Country,https://www.allmusic.com/artist/john-rich-mn0000233467
1988,Oasis,Pop/Rock,https://www.allmusic.com/artist/oasis-mn0000393345
1989,CKay,International,https://www.allmusic.com/artist/ckay-mn0002805465
1990,Passion Pit,Pop/Rock,https://www.allmusic.com/artist/passion-pit-mn0001011101
1991,Colbie Caillat,Pop/Rock,https://www.allmusic.com/artist/colbie-caillat-mn0000563390
1992,Blue County,Country,https://www.allmusic.com/artist/blue-county-mn0000760357
1993,Ylvis,Pop/Rock,https://www.allmusic.com/artist/ylvis-mn0003165237
1994,Carolyn Dawn Johnson,Country,https://www.allmusic.com/artist/carolyn-dawn-johnson-mn0000180617
1995,Total,R&B,https://www.allmusic.com/artist/total-mn0000002750
1996,Kimberly Nichole,Pop/Rock,https://www.allmusic.com/artist/kimberly-nichole-mn0003076434
1997,Mark Chesnutt,Country,https://www.allmusic.com/artist/mark-chesnutt-mn0000283405
1998,David Lee Murphy,Country,https://www.allmusic.com/artist/david-lee-murphy-mn0000183955
1999,EVE,Rap,https://www.allmusic.com/artist/eve-mn0000150962
2000,Lil Xan,Rap,https://www.allmusic.com/artist/lil-xan-mn0003685347
2001,The Braids,Pop/Rock,https://www.allmusic.com/artist/braids-mn0002548827
2002,Steve Aoki,Electronic,https://www.allmusic.com/artist/steve-aoki-mn0001356210
2003,Trevor Daniel,Pop/Rock,https://www.allmusic.com/artist/trevor-daniel-mn0003835888
2004,Miranda Cosgrove,Pop/Rock,https://www.allmusic.com/artist/miranda-cosgrove-mn0000996972
2005,MIKA,Pop/Rock,https://www.allmusic.com/artist/mika-mn0000476425
2006,Disclosure,Electronic,https://www.allmusic.com/artist/disclosure-mn0002528416
2007,CSS,Pop/Rock,https://www.allmusic.com/artist/css-mn0000450883
2008,UGK,Rap,https://www.allmusic.com/artist/ugk-mn0000221637
2009,Eamon,R&B,https://www.allmusic.com/artist/eamon-mn0000138909
2010,Florence + The Machine,Pop/Rock,https://www.allmusic.com/artist/florence-the-machine-mn0002124046
2011,The Human League,Pop/Rock,https://www.allmusic.com/artist/the-human-league-mn0000895443
2012,Tool,Pop/Rock,https://www.allmusic.com/artist/tool-mn0000790820
2013,Troye Sivan,Pop/Rock,https://www.allmusic.com/artist/troye-sivan-mn0003271457
2014,Plies,Rap,https://www.allmusic.com/artist/plies-mn0000331206
2015,Dean Martin,Vocal,https://www.allmusic.com/artist/dean-martin-mn0000813392
2016,Jamie Foxx,R&B,https://www.allmusic.com/artist/jamie-foxx-mn0000210830
2017,Barbra Streisand,Vocal,https://www.allmusic.com/artist/barbra-streisand-mn0000855531
2018,twenty one pilots,Pop/Rock,https://www.allmusic.com/artist/twenty-one-pilots-mn0002398414
2019,Adam Lambert,Pop/Rock,https://www.allmusic.com/artist/adam-lambert-mn0001532591
2020,Glenn Lewis,R&B,https://www.allmusic.com/artist/glenn-lewis-mn0000662545
2021,DaniLeigh,R&B,https://www.allmusic.com/artist/danileigh-mn0003652279
2022,Huey Lewis,Pop/Rock,https://www.allmusic.com/artist/huey-lewis-mn0000829033
2023,Ruth B,Pop/Rock,https://www.allmusic.com/artist/ruth-b-mn0003450634
2024,Orgy,Electronic,https://www.allmusic.com/artist/orgy-of-slack-mn0001441182
2025,Miguel,R&B,https://www.allmusic.com/artist/miguel-mn0002570457
2026,Conan Gray,Pop/Rock,https://www.allmusic.com/artist/conan-gray-mn0003782576
2027,William Michael Morgan,Country,https://www.allmusic.com/artist/william-michael-morgan-mn0001973181
2028,Obie Trice,Rap,https://www.allmusic.com/artist/obie-trice-mn0000462842
2029,Inoj,R&B,https://www.allmusic.com/artist/inoj-mn0000092189
2030,Alison Gold,Pop/Rock,https://www.allmusic.com/artist/alison-gold-mn0003187597
2031,Cheat Codes,Electronic,https://www.allmusic.com/artist/cheat-codes-mn0003391646
2032,Maria Mena,Pop/Rock,https://www.allmusic.com/artist/maria-mena-mn0000168173
2033,Foxy Brown,Rap,https://www.allmusic.com/artist/foxy-brown-mn0000800212
2034,Gesaffelstein,Electronic,https://www.allmusic.com/artist/gesaffelstein-mn0001714464
2035,Leonard Cohen,Pop/Rock,https://www.allmusic.com/artist/leonard-cohen-mn0000071209
2036,Hot Chelle Rae,Pop/Rock,https://www.allmusic.com/artist/hot-chelle-rae-mn0002133637
2037,MoKenStef,R&B,https://www.allmusic.com/artist/mokenstef-mn0000485689
2038,NEEDTOBREATHE,Pop/Rock,https://www.allmusic.com/artist/needtobreathe-mn0000713448
2039,Everything,Pop/Rock,https://www.allmusic.com/artist/everything-mn0000127441
2040,Mista,R&B,https://www.allmusic.com/artist/mista-mn0000423467
2041,Morgan Evans,Country,https://www.allmusic.com/artist/morgan-evans-mn0001881531
2042,Fragma,Electronic,https://www.allmusic.com/artist/fragma-mn0000189468
2043,Amy Winehouse,R&B,https://www.allmusic.com/artist/amy-winehouse-mn0000627026
2044,Lana Del Rey,Pop/Rock,https://www.allmusic.com/artist/lana-del-rey-mn0002784799
2045,Patra,Reggae,https://www.allmusic.com/artist/patra-mn0000742980
2046,J. Cole,Rap,https://www.allmusic.com/artist/j-cole-mn0001089515
2047,Gorilla Zoe,Rap,https://www.allmusic.com/artist/gorilla-zoe-mn0000733096
2048,Greg Bates,Country,https://www.allmusic.com/artist/greg-bates-mn0002799866
2049,Kellie Coffey,Country,https://www.allmusic.com/artist/kellie-coffey-mn0000768328
2050,Diggy,Rap,https://www.allmusic.com/artist/diggy-mn0002033084
2051,Wizkid,International,https://www.allmusic.com/artist/wizkid-mn0003081520
2052,Edwin McCain,Pop/Rock,https://www.allmusic.com/artist/edwin-mccain-mn0000174198
2053,Becky G,Pop/Rock,https://www.allmusic.com/artist/becky-g-mn0002999777
2054,Panjabi MC,Electronic,https://www.allmusic.com/artist/panjabi-mc-mn0000004623
2055,Brenda Lee,Country,https://www.allmusic.com/artist/brenda-lee-mn0000934069
2056,Dreamville,Rap,https://www.allmusic.com/artist/dreamville-mn0003350306
2057,Queens Of The Stone Age,Pop/Rock,https://www.allmusic.com/artist/queens-of-the-stone-age-mn0000376422
2058,Joe Diffie,Country,https://www.allmusic.com/artist/joe-diffie-mn0000787960
2059,Kelly Price,R&B,https://www.allmusic.com/artist/kelly-price-mn0000088035
2060,Kelis,R&B,https://www.allmusic.com/artist/kelis-mn0000085397
2061,Cassidy,Rap,https://www.allmusic.com/artist/cassidy-mn0000163264
2062,Disney's Friends For Change,Pop/Rock,https://www.allmusic.com/artist/disneys-friends-for-change-mn0002726439
2063,Sarah McLachlan,Pop/Rock,https://www.allmusic.com/artist/sarah-mclachlan-mn0000834108
2064,Queen Pen,Rap,https://www.allmusic.com/artist/queen-pen-mn0000375329
2065,Hev-D,Rap,https://www.allmusic.com/artist/heavy-d-mn0000669738
2066,Zach Sobiech,Pop/Rock,https://www.allmusic.com/artist/zach-sobiech-mn0003123225
2067,Mya,R&B,https://www.allmusic.com/artist/mya-mn0000621112
2068,Lady A,Country,https://www.allmusic.com/artist/lady-a-mn0000946769
2069,Mora,Pop/Rock,https://www.allmusic.com/artist/mora-mn0003420699
2070,Angie Martinez,Rap,https://www.allmusic.com/artist/angie-martinez-mn0000036628
2071,Tommy Lee,Pop/Rock,https://www.allmusic.com/artist/tommy-lee-mn0000521424
2072,Charli XCX,Pop/Rock,https://www.allmusic.com/artist/charli-xcx-mn0002688864
2073,Soul For Real,R&B,https://www.allmusic.com/artist/soul-for-real-mn0000037893
2074,Carl Thomas,R&B,https://www.allmusic.com/artist/carl-thomas-mn0000169818
2075,DJ ESCO,Rap,https://www.allmusic.com/artist/dj-esco-mn0003549339
2076,WhoHeem,Rap,https://www.allmusic.com/artist/whoheem-mn0003986042
2077,For Real,R&B,https://www.allmusic.com/artist/for-real-mn0000180030
2078,Kimberley Locke,Pop/Rock,https://www.allmusic.com/artist/kimberley-locke-mn0000774145
2079,Beth Hart,Pop/Rock,https://www.allmusic.com/artist/beth-hart-mn0000044776
2080,Opetaia Foa'i,International,https://www.allmusic.com/artist/opetaia-foai-mn0000474768
2081,Ella Henderson,Pop/Rock,https://www.allmusic.com/artist/ella-henderson-mn0003275378
2082,Angels,Pop/Rock,https://www.allmusic.com/artist/the-angels-mn0000025047
2083,Drama,Rap,https://www.allmusic.com/artist/drama-mn0000581149
2084,Katy Perry,Pop/Rock,https://www.allmusic.com/artist/katy-perry-mn0000859589
2085,The Lumineers,Pop/Rock,https://www.allmusic.com/artist/the-lumineers-mn0002873356
2086,Mis-Teeq,R&B,https://www.allmusic.com/artist/mis-teeq-mn0000423776
2087,Van Zant,Pop/Rock,https://www.allmusic.com/artist/van-zant-mn0000257507
2088,K-Ci Hailey,R&B,https://www.allmusic.com/artist/k-ci-mn0003335482
2089,Young Jeezy,Rap,https://www.allmusic.com/artist/jeezy-mn0000689606
2090,Daddy Yankee,Latin,https://www.allmusic.com/artist/daddy-yankee-mn0000559405
2091,Yolanda Be Cool,Electronic,https://www.allmusic.com/artist/yolanda-be-cool-mn0002360540
2092,G Unit,Rap,https://www.allmusic.com/artist/g-unit-mn0000192537
2093,Skin Deep,Pop/Rock,https://www.allmusic.com/artist/skin-deep-mn0000030306
2094,Tones,Pop/Rock,https://www.allmusic.com/artist/the-tones-mn0001032605
2095,Karyn White,R&B,https://www.allmusic.com/artist/karyn-white-mn0000359559
2096,Edens Edge,Country,https://www.allmusic.com/artist/edens-edge-mn0002671928
2097,Bandit Gang Marco,Rap,https://www.allmusic.com/artist/bandit-gang-marco-mn0003241914
2098,Jacquees,R&B,https://www.allmusic.com/artist/jacquees-mn0003306954
2099,Mr. Vegas,Reggae,https://www.allmusic.com/artist/mr-vegas-mn0000938487
2100,All Star Tribute,Pop/Rock,https://www.allmusic.com/artist/all-star-tribute-mn0002440694
2101,Pure Sugar,Pop/Rock,https://www.allmusic.com/artist/pure-sugar-mn0000371436
2102,Maluma,Latin,https://www.allmusic.com/artist/maluma-mn0002966736
2103,Kut Klose,R&B,https://www.allmusic.com/artist/kut-klose-mn0000775288
2104,Quincy Jones,Jazz,https://www.allmusic.com/artist/quincy-jones-mn0000378624
2105,Olive,Electronic,https://www.allmusic.com/artist/olive-mn0000467542
2106,John Mayer Trio,Pop/Rock,https://www.allmusic.com/artist/john-mayer-trio-mn0001497537
2107,Demi Lovato,Pop/Rock,https://www.allmusic.com/artist/demi-lovato-mn0000996127
2108,Jhay Cortez,Latin,https://www.allmusic.com/artist/jhay-cortez-mn0003667285
2109,Skee-Lo,Rap,https://www.allmusic.com/artist/skee-lo-mn0000749530
2110,10,Rap,https://www.allmusic.com/artist/10-mn0001016803
2111,Framing Hanley,Pop/Rock,https://www.allmusic.com/artist/framing-hanley-mn0000468313
2112,Brett Young,Country,https://www.allmusic.com/artist/brett-young-mn0001580437
2113,Aimee Mann,Pop/Rock,https://www.allmusic.com/artist/aimee-mann-mn0000610346
2114,S.O.A.P.,Electronic,https://www.allmusic.com/artist/soap-mn0000280799
2115,Josh Groban,Vocal,https://www.allmusic.com/artist/josh-groban-mn0000275335
2116,Rag'n'Bone Man,Pop/Rock,https://www.allmusic.com/artist/ragnbone-man-mn0003340178
2117,Magoo,Rap,https://www.allmusic.com/artist/magoo-mn0000233423
2118,Josh Turner,Country,https://www.allmusic.com/artist/josh-turner-mn0000277764
2119,Carly Rae Jepsen,Pop/Rock,https://www.allmusic.com/artist/carly-rae-jepsen-mn0002089077
2120,Nicole Scherzinger,Pop/Rock,https://www.allmusic.com/artist/nicole-scherzinger-mn0000774227
2121,VEDO,R&B,https://www.allmusic.com/artist/vedo-mn0003242655
2122,Anastacia,Pop/Rock,https://www.allmusic.com/artist/anastacia-mn0000031442
2123,Letters To Cleo,Pop/Rock,https://www.allmusic.com/artist/letters-to-cleo-mn0000821544
2124,Lindsay Lohan,Pop/Rock,https://www.allmusic.com/artist/lindsay-lohan-mn0000831733
2125,Fiona Apple,Pop/Rock,https://www.allmusic.com/artist/fiona-apple-mn0000169795
2126,Hey Violet,Pop/Rock,https://www.allmusic.com/artist/hey-violet-mn0003417430
2127,DJ Snake,Electronic,https://www.allmusic.com/artist/dj-snake-mn0001279642
2128,Lysette,Pop/Rock,https://www.allmusic.com/artist/lysette-titi-mn0002338344
2129,Logic,Rap,https://www.allmusic.com/artist/logic-mn0000829633
2130,G-Eazy,Rap,https://www.allmusic.com/artist/g-eazy-mn0001596299
2131,Jody Watley,R&B,https://www.allmusic.com/artist/jody-watley-mn0000137084
2132,Lauren Alaina,Country,https://www.allmusic.com/artist/lauren-alaina-mn0002702852
2133,Eagle-Eye Cherry,Pop/Rock,https://www.allmusic.com/artist/eagle-eye-cherry-mn0000166291
2134,Pop Smoke,Rap,https://www.allmusic.com/artist/pop-smoke-mn0003870382
2135,OMI,Pop/Rock,https://www.allmusic.com/artist/omi-mn0002739463
2136,Savage,Electronic,https://www.allmusic.com/artist/savage-mn0001004876
2137,Perfect Stranger,Country,https://www.allmusic.com/artist/perfect-stranger-mn0000259197
2138,AFI,Pop/Rock,https://www.allmusic.com/artist/afi-mn0000589630
2139,Mary Lambert,Pop/Rock,https://www.allmusic.com/artist/mary-lambert-mn0003145435
2140,Lil' Mo,R&B,https://www.allmusic.com/artist/lil-mo-mn0000231397
2141,Steven Tyler,Pop/Rock,https://www.allmusic.com/artist/steven-tyler-mn0000049797
2142,Funkmaster Flex,Rap,https://www.allmusic.com/artist/funkmaster-flex-mn0000156010
2143,Grace,R&B,https://www.allmusic.com/artist/grace-mn0003384447
2144,Leslie Carter,Pop/Rock,https://www.allmusic.com/artist/leslie-carter-mn0000209247
2145,I Prevail,Pop/Rock,https://www.allmusic.com/artist/i-prevail-mn0003363053
2146,All City,Rap,https://www.allmusic.com/artist/all-city-mn0000000025
2147,Simple Plan,Pop/Rock,https://www.allmusic.com/artist/simple-plan-mn0000049062
2148,Chucklebutt,Pop/Rock,https://www.allmusic.com/artist/shakalabbits-mn0001411048
2149,Alex Clare,Pop/Rock,https://www.allmusic.com/artist/alex-clare-mn0002309298
2150,Charlie Worsham,Country,https://www.allmusic.com/artist/charlie-worsham-mn0002064664
2151,David Nail,Country,https://www.allmusic.com/artist/david-nail-mn0000642373
2152,Hikaru Utada,Pop/Rock,https://www.allmusic.com/artist/hikaru-utada-mn0000435885
2153,Love Tribe,Pop/Rock,https://www.allmusic.com/artist/love-tribe-mn0000835419
2154,Maroon 5,Pop/Rock,https://www.allmusic.com/artist/maroon-5-mn0000285232
2155,Cico P,Rap,https://www.allmusic.com/artist/cico-p-mn0004072482
2156,Khalid,R&B,https://www.allmusic.com/artist/khalid-mn0000095880
2157,Loon,Rap,https://www.allmusic.com/artist/loon-mn0000231468
2158,Emblem3,Pop/Rock,https://www.allmusic.com/artist/emblem3-mn0003111100
2159,Pia Mia,R&B,https://www.allmusic.com/artist/pia-mia-mn0003229829
2160,Tanto Metro,Reggae,https://www.allmusic.com/artist/tanto-metro-mn0000007549
2161,Rob Thomas,Pop/Rock,https://www.allmusic.com/artist/rob-thomas-mn0001009627
2162,Samantha Cole,Pop/Rock,https://www.allmusic.com/artist/samantha-cole-mn0000292389
2163,Sofia Carson,Pop/Rock,https://www.allmusic.com/artist/sofia-carson-mn0003416170
2164,Artie The 1 Man Party,Electronic,https://www.allmusic.com/artist/artie-the-1-man-party-mn0000603204
2165,The 2 Live Crew,Rap,https://www.allmusic.com/artist/the-2-live-crew-mn0000027116
2166,Counting Crows,Pop/Rock,https://www.allmusic.com/artist/counting-crows-mn0000128495
2167,Edward Maya,Pop/Rock,https://www.allmusic.com/artist/edward-maya-mn0002408138
2168,Carlos Vives,Latin,https://www.allmusic.com/artist/carlos-vives-mn0000796439
2169,Bad Bunny,Latin,https://www.allmusic.com/artist/bad-bunny-mn0003595289
2170,The Prodigy,Electronic,https://www.allmusic.com/artist/the-prodigy-mn0000492162
2171,Lionel Richie,R&B,https://www.allmusic.com/artist/lionel-richie-mn0000243474
2172,702,R&B,https://www.allmusic.com/artist/702-mn0000920338
2173,The Lox [,Rap,https://www.allmusic.com/artist/the-lox-mn0000045629
2174,Wild Orchid,Pop/Rock,https://www.allmusic.com/artist/wild-orchid-mn0000959591
2175,L.A.D.,Rap,https://www.allmusic.com/artist/lad-mn0000119449
2176,Pooh Shiesty,Rap,https://www.allmusic.com/artist/pooh-shiesty-mn0003910323
2177,John Forte,Rap,https://www.allmusic.com/artist/john-fort%C3%A9-mn0000812571
2178,Cage The Elephant,Pop/Rock,https://www.allmusic.com/artist/cage-the-elephant-mn0001061166
2179,M.V.P.,Pop/Rock,https://www.allmusic.com/artist/mvp-mn0000573554
2180,Rage Against The Machine,Pop/Rock,https://www.allmusic.com/artist/rage-against-the-machine-mn0000863790
2181,The White Tie Affair,Pop/Rock,https://www.allmusic.com/artist/the-white-tie-affair-mn0000989528
2182,Hinder,Pop/Rock,https://www.allmusic.com/artist/hinder-mn0000816844
2183,Major Lazer,Electronic,https://www.allmusic.com/artist/major-lazer-mn0002036252
2184,Sawyer Brown,Country,https://www.allmusic.com/artist/sawyer-brown-mn0000837985
2185,Julianne Hough,Country,https://www.allmusic.com/artist/julianne-hough-mn0000993271
2186,Crazy Town,Pop/Rock,https://www.allmusic.com/artist/crazy-town-mn0000110011
2187,Maxwell,R&B,https://www.allmusic.com/artist/maxwell-mn0000866491
2188,Teena Marie,R&B,https://www.allmusic.com/artist/teena-marie-mn0000018258
2189,Hannah Jones,Electronic,https://www.allmusic.com/artist/hannah-jones-mn0000948832
2190,Cristian Castro,Latin,https://www.allmusic.com/artist/cristian-castro-mn0000133883
2191,H.E.R.,R&B,https://www.allmusic.com/artist/her-mn0002425680
2192,Zedd,Electronic,https://www.allmusic.com/artist/zedd-mn0002782403
2193,Vertical Horizon,Pop/Rock,https://www.allmusic.com/artist/vertical-horizon-mn0000805225
2194,James Arthur,Pop/Rock,https://www.allmusic.com/artist/james-arthur-mn0003041321
2195,Bruce Springsteen,Pop/Rock,https://www.allmusic.com/artist/bruce-springsteen-mn0000530745
2196,Group Home,Rap,https://www.allmusic.com/artist/group-home-mn0000639626
2197,Pharrell Williams,R&B,https://www.allmusic.com/artist/pharrell-williams-mn0000275757
2198,Patti LaBelle,R&B,https://www.allmusic.com/artist/patti-labelle-mn0000017748
2199,Adam Levine,Pop/Rock,https://www.allmusic.com/artist/adam-levine-mn0000594853
2200,Kip Moore,Country,https://www.allmusic.com/artist/kip-moore-mn0002632107
2201,A Tribe Called Quest,Rap,https://www.allmusic.com/artist/a-tribe-called-quest-mn0000478982
2202,Alesso,Electronic,https://www.allmusic.com/artist/alesso-mn0002580989
2203,Rihanna,Pop/Rock,https://www.allmusic.com/artist/rihanna-mn0000367188
2204,Fatboy Slim,Electronic,https://www.allmusic.com/artist/fatboy-slim-mn0000133719
2205,Mason Ramsey,Country,https://www.allmusic.com/artist/mason-ramsey-mn0003737251
2206,Theory Of A Deadman,Pop/Rock,https://www.allmusic.com/artist/theory-of-a-deadman-mn0000592161
2207,Chante Moore,R&B,https://www.allmusic.com/artist/chant%C3%A9-moore-mn0000165345
2208,Los Del Mar,Latin,https://www.allmusic.com/artist/los-del-mar-mn0000282014
2209,KeKe Wyatt,R&B,https://www.allmusic.com/artist/keke-wyatt-mn0000370867
2210,Thriving Ivory,Pop/Rock,https://www.allmusic.com/artist/thriving-ivory-mn0000500241
2211,Pharoahe Monch,Rap,https://www.allmusic.com/artist/pharoahe-monch-mn0000844872
2212,Terror Squad,Rap,https://www.allmusic.com/artist/terror-squad-mn0000023010
2213,Foo Fighters,Pop/Rock,https://www.allmusic.com/artist/foo-fighters-mn0000184043
2214,Yvette Michele,R&B,https://www.allmusic.com/artist/yvette-michele-mn0000693229
2215,Dakota Moon,R&B,https://www.allmusic.com/artist/dakota-moon-mn0000671128
2216,Vicci Martinez,Pop/Rock,https://www.allmusic.com/artist/vicci-martinez-mn0000510697
2217,Hurricane Chris,Rap,https://www.allmusic.com/artist/hurricane-chris-mn0000733005
2218,Shiny Toy Guns,Electronic,https://www.allmusic.com/artist/shiny-toy-guns-mn0000638632
2219,Dreezy,Rap,https://www.allmusic.com/artist/dreezy-mn0003282096
2220,Sonique,Electronic,https://www.allmusic.com/artist/sonique-mn0000754234
2221,KONGOS,Pop/Rock,https://www.allmusic.com/artist/kongos-mn0001472076
2222,Mr. Cheeks,Rap,https://www.allmusic.com/artist/mr-cheeks-mn0000930786
2223,Normani,R&B,https://www.allmusic.com/artist/normani-mn0003722938
2224,Whitney Houston,R&B,https://www.allmusic.com/artist/whitney-houston-mn0000820434
2225,CRU,Rap,https://www.allmusic.com/artist/cru-mn0000130280
2226,Migos,Rap,https://www.allmusic.com/artist/migos-mn0003145467
2227,Phil Vassar,Country,https://www.allmusic.com/artist/phil-vassar-mn0000342004
2228,Lauren Duski,Country,https://www.allmusic.com/artist/lauren-duski-mn0003629407
2229,Kris Allen,Pop/Rock,https://www.allmusic.com/artist/kris-allen-mn0000709715
2230,Jane's Addiction,Pop/Rock,https://www.allmusic.com/artist/janes-addiction-mn0000806829
2231,Swirl 360,Pop/Rock,https://www.allmusic.com/artist/swirl-360-mn0000048400
2232,Marvin Sapp,Religious,https://www.allmusic.com/artist/marvin-sapp-mn0000364878
2233,Madonna,Pop/Rock,https://www.allmusic.com/artist/madonna-mn0000237205
2234,Luther Vandross,R&B,https://www.allmusic.com/artist/luther-vandross-mn0000208076
2235,Ivan Cornejo,Latin,https://www.allmusic.com/artist/ivan-cornejo-mn0004143695
2236,Thirty Seconds To Mars,Pop/Rock,https://www.allmusic.com/artist/thirty-seconds-to-mars-mn0000485365
2237,Cam,Country,https://www.allmusic.com/artist/cam-mn0003380333
2238,Machine Gun Kelly,Rap,https://www.allmusic.com/artist/machine-gun-kelly-mn0002125399
2239,Bella Thorne,Pop/Rock,https://www.allmusic.com/artist/bella-thorne-mn0002731953
2240,KRS-One,Rap,https://www.allmusic.com/artist/krs-one-mn0000359119
2241,Rednex,Electronic,https://www.allmusic.com/artist/rednex-mn0000456381
2242,Peach Union,Pop/Rock,https://www.allmusic.com/artist/peach-union-mn0000029291
2243,Jordan Knight,Pop/Rock,https://www.allmusic.com/artist/jordan-knight-mn0000822089
2244,Warren G,Rap,https://www.allmusic.com/artist/warren-g-mn0000815167
2245,Ace Hood,Rap,https://www.allmusic.com/artist/ace-hood-mn0000995268
2246,Steel Magnolia,Country,https://www.allmusic.com/artist/steel-magnolia-mn0001082845
2247,Driicky Graham,Rap,https://www.allmusic.com/artist/driicky-graham-mn0002909305
2248,Reba McEntire,Country,https://www.allmusic.com/artist/reba-mcentire-mn0000409968
2249,Ferras,Pop/Rock,https://www.allmusic.com/artist/ferras-mn0000988944
2250,Brady Seals,Country,https://www.allmusic.com/artist/brady-seals-mn0000515075
2251,Donny Hathaway,R&B,https://www.allmusic.com/artist/donny-hathaway-mn0000182360
2252,Colby O'Donis,R&B,https://www.allmusic.com/artist/colby-odonis-mn0000106145
2253,Bonnie McKee,Pop/Rock,https://www.allmusic.com/artist/bonnie-mckee-mn0000770809
2254,Mario Winans,R&B,https://www.allmusic.com/artist/mario-winans-mn0000276910
2255,Shawty Lo,Rap,https://www.allmusic.com/artist/shawty-lo-mn0000285277
2256,Meghan Linsey,Country,https://www.allmusic.com/artist/meghan-linsey-mn0000375345
2257,Sugar Ray,Pop/Rock,https://www.allmusic.com/artist/sugar-ray-mn0000574119
2258,Lil Mosey,Rap,https://www.allmusic.com/artist/lil-mosey-mn0003754346
2259,Asher Roth,Rap,https://www.allmusic.com/artist/asher-roth-mn0000451167
2260,WILLOW,Pop/Rock,https://www.allmusic.com/artist/willow-mn0002577989
2261,The Brian Setzer Orchestra,Pop/Rock,https://www.allmusic.com/artist/the-brian-setzer-orchestra-mn0000524228
2262,4 The Cause,Pop/Rock,https://www.allmusic.com/artist/4-the-cause-mn0000477068
2263,Barry White,R&B,https://www.allmusic.com/artist/barry-white-mn0000149044
2264,Jagged Edge,R&B,https://www.allmusic.com/artist/jagged-edge-mn0000125506
2265,Beanie Sigel,Rap,https://www.allmusic.com/artist/beanie-sigel-mn0000789211
2266,Bad Meets Evil,Rap,https://www.allmusic.com/artist/bad-meets-evil-mn0000074966
2267,D'Angelo,R&B,https://www.allmusic.com/artist/dangelo-mn0000134600
2268,Sarina Paris,Pop/Rock,https://www.allmusic.com/artist/sarina-paris-mn0000248356
2269,WALK THE MOON,Pop/Rock,https://www.allmusic.com/artist/walk-the-moon-mn0000230297
2270,Keith Anderson,Reggae,https://www.allmusic.com/artist/bob-andy-mn0000057188
2271,Dua Lipa,Pop/Rock,https://www.allmusic.com/artist/dua-lipa-mn0003426731
2272,Hadouken!,Electronic,https://www.allmusic.com/artist/hadouken%21-mn0002171877
2273,Rich Homie Quan,Rap,https://www.allmusic.com/artist/rich-homie-quan-mn0003138218
